Page filename,Approx. section/context,Element / tag / attribute source,Text string,Character count,Suggested feedback owner,Status,Teammate comments,Priority,Extraction note
agent-booking-tool.html,article .fcg-feature-row - Simplified rate comparison,p,"GDS rates, OTA rates, and negotiated programme rates displayed side by side. Agents compare instantly instead of checking each source manually.",143,,,,,
agent-booking-tool.html,article .fcg-feature-row - Duty of care visibility,h3,Duty of care visibility,23,,,,,
agent-booking-tool.html,article .fcg-feature-row - Duty of care visibility,p,"Real-time traveler location data connected to booking records. When disruption hits, you know where your travelers are without chasing PNRs across systems.",155,,,,,
agent-booking-tool.html,article .fcg-feature-row - Automated reporting,h3,Automated reporting,19,,,,,
agent-booking-tool.html,article .fcg-feature-row - Automated reporting,p,"Booking data, payment status, supplier performance, and service history flow directly into reports. No manual extraction, no late delivery, no formatting errors. Clients get what they need when they need it.",207,,,,,
agent-booking-tool.html,article .fcg-feature-row - Win more pitches,h3,Win more pitches,16,,,,,
agent-booking-tool.html,article .fcg-feature-row - Win more pitches,p,"Demonstrate modern booking technology in client presentations. Show the same search-to-quote speed that digitally-native competitors promise, backed by the service depth only a real TMC delivers.",195,,,,,
agent-booking-tool.html,section #mobile-workflows - The margin problem is a tools problem.,h3,See the Agent Booking Tool in your workflow.,44,,,,,
agent-booking-tool.html,section #mobile-workflows - The margin problem is a tools problem.,p,"Book a technical walkthrough with our team. We will map the tool to your GDS environment, client mix, and operational requirements. No commitment. No pitch deck. Just the product.",179,,,,,
agent-booking-tool.html,section #mobile-workflows - The margin problem is a tools problem.,a,Request a demo,14,,,,,
agent-booking-tool.html,section #mobile-workflows - The margin problem is a tools problem.,a,Download overview,17,,,,,
corporate-booking-tool.html,Head metadata,title,FCG Group - Corporate Booking Tool,34,,,,,
corporate-booking-tool.html,section #capabilities - Make managed travel easier to book.,div,For corporates & travel programs,32,,,,,
corporate-booking-tool.html,section #capabilities - Make managed travel easier to book.,h1,Make managed travel easier to book.,35,,,,,
corporate-booking-tool.html,section #capabilities - Make managed travel easier to book.,p,"The Corporate Booking Tool gives business travelers a clean, mobile-first interface for flights, hotels, rail, and ground transport. Policy, approvals, loyalty, payment handling, cost allocation, and duty of care are applied at booking. Your TMC deploys it under its own brand.",277,,,,,
corporate-booking-tool.html,section #capabilities - Make managed travel easier to book.,a,See how it works,16,,,,,
corporate-booking-tool.html,section #capabilities - Make managed travel easier to book.,a,View capabilities,17,,,,,
corporate-booking-tool.html,section #capabilities - Make managed travel easier to book.,img[alt],Corporate Booking Tool interface preview,40,,,,,UX/accessibility attribute
corporate-booking-tool.html,article .fcg-hero2-preview-card,span,Adoption,8,,,,,
corporate-booking-tool.html,article .fcg-hero2-preview-card,strong,Mobile-first self-service that travelers choose over email,58,,,,,
corporate-booking-tool.html,article .fcg-hero2-preview-card,span,Policy,6,,,,,
corporate-booking-tool.html,article .fcg-hero2-preview-card,strong,"Rules enforced at search, not after the trip",44,,,,,
corporate-booking-tool.html,article .fcg-hero2-preview-card,span,Visibility,10,,,,,
corporate-booking-tool.html,article .fcg-hero2-preview-card,strong,Real-time duty of care and traveler location data,49,,,,,
corporate-booking-tool.html,article .fcg-hero2-preview-card,span,Finance,7,,,,,
corporate-booking-tool.html,article .fcg-hero2-preview-card,strong,"Cost centers, GL codes, and Akrapay reconciliation",50,,,,,
corporate-booking-tool.html,header - Better booking tools create better adoption.,div,The Adoption Problem,20,,,,,
corporate-booking-tool.html,header - Better booking tools create better adoption.,h2,Better booking tools create better adoption.,44,,,,,
corporate-booking-tool.html,header - Better booking tools create better adoption.,p,"When travelers bypass the OBT and email the travel desk instead, policy leakage follows. Negotiated rates go unused. Duty of care becomes retroactive. The Corporate Booking Tool gives travelers an interface that is faster than calling their agent.",247,,,,,
corporate-booking-tool.html,section #adoption-narrative - Better booking tools create better adoption.,div,"Book SIN to NRT, 12-14 Jun, economy. Hilton preferred.",54,,,,,
corporate-booking-tool.html,section #adoption-narrative - Better booking tools create better adoption.,strong,Policy compliant,16,,,,,
corporate-booking-tool.html,section #adoption-narrative - Better booking tools create better adoption.,div,: Hilton Corporate,18,,,,,
corporate-booking-tool.html,section #adoption-narrative - Better booking tools create better adoption.,strong,Negotiated rate applied,23,,,,,
corporate-booking-tool.html,section #adoption-narrative - Better booking tools create better adoption.,div,: Economy direct,16,,,,,
corporate-booking-tool.html,section #adoption-narrative - Better booking tools create better adoption.,strong,142 kg CO₂,10,,,,,
corporate-booking-tool.html,section #adoption-narrative - Better booking tools create better adoption.,div,Add ground transport or modify dates...,39,,,,,
corporate-booking-tool.html,section #adoption-narrative - Better booking tools create better adoption.,h3,Three clicks to book,20,,,,,
corporate-booking-tool.html,section #adoption-narrative - Better booking tools create better adoption.,p,"Search, select, confirm. No training manuals, no six-tab workflows. Travelers complete bookings in under two minutes on any device.",131,,,,,
corporate-booking-tool.html,section #adoption-narrative - Better booking tools create better adoption.,h3,Negotiated rates surface first,30,,,,,
corporate-booking-tool.html,section #adoption-narrative - Better booking tools create better adoption.,p,"Preferred supplier rates and corporate deals appear at the top of search results, where travelers actually see them. No more wasted negotiations.",145,,,,,
corporate-booking-tool.html,section #adoption-narrative - Better booking tools create better adoption.,h3,Booking data flows to finance,29,,,,,
corporate-booking-tool.html,section #adoption-narrative - Better booking tools create better adoption.,p,"Every booking carries cost center, GL code, and project tags directly into Akrapay for automated invoice reconciliation and VAT/GST recovery.",141,,,,,
corporate-booking-tool.html,"header .fcg-feature108-header - One tool, two experiences",div,Dual-Audience Platform,22,,,,,
corporate-booking-tool.html,"header .fcg-feature108-header - One tool, two experiences",h2,"One tool, two experiences",25,,,,,
corporate-booking-tool.html,"header .fcg-feature108-header - One tool, two experiences",p,"Travelers get a consumer-grade booking flow. Travel managers get policy control, approval workflows, negotiated-rate visibility, loyalty handling, payment controls, and consolidated reporting from the same real-time platform.",225,,,,,
corporate-booking-tool.html,"section #tabbed-features - One tool, two experiences",div[aria-label],Corporate Booking Tool capabilities,35,,,,,UX/accessibility attribute
corporate-booking-tool.html,"section #tabbed-features - One tool, two experiences",button,Traveler experience,19,,,,,
corporate-booking-tool.html,"section #tabbed-features - One tool, two experiences",button,Policy & approvals,18,,,,,
corporate-booking-tool.html,"section #tabbed-features - One tool, two experiences",button,Admin & reporting,17,,,,,
corporate-booking-tool.html,"section #tabbed-features - One tool, two experiences",button,Duty of care,12,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,div,Traveler Experience,19,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,h3,Book a trip faster than writing an email.,41,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,p,"Multi-modal search across flights, hotels, rail, and car rental. Mobile-first design, saved preferences, loyalty numbers, document storage, clear rate breakdowns, and availability confidence. Travelers see policy-compliant options first, with out-of-policy alternatives clearly flagged.",286,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,a,See full capabilities,21,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,div[aria-label],Traveler booking flow preview,29,,,,,UX/accessibility attribute
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,strong,SIN → NRT Economy,17,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,small,"Singapore Airlines, direct, 6h 45m",34,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,strong,Hilton Tokyo Shinjuku,21,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,small,Corporate rate applied: $189/night,34,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,strong,Airport transfer NRT,20,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,small,"Pre-booked sedan, terminal 1 pickup",35,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,strong,<2 min,6,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,span,Average booking time,20,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,strong,3,1,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,span,Clicks to confirm,17,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,strong,100%,4,,,,,
corporate-booking-tool.html,article #feature108-panel-traveler - Book a trip faster than writing an email.,span,Mobile responsive,17,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",div,Policy Engine,13,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",h3,"Enforce policy before the booking, not after the trip.",54,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",p,"Define rules by entity, department, traveler grade, route, and supplier. Out-of-policy selections trigger multi-level approval workflows automatically. No more chasing violations through expense reports weeks later.",215,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",a,Explore policy controls,23,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",div[aria-label],Policy enforcement preview,26,,,,,UX/accessibility attribute
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",strong,Cabin class rule,16,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",small,"Economy for flights under 6 hours, by grade",43,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",strong,Hotel rate cap,14,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",small,"Max $220/night Tokyo, $180/night Seoul",38,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",strong,Approval workflow,17,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",small,Manager → Finance → auto-approve if <$500,41,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",strong,92%,3,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",span,In-policy booking rate,22,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",strong,0,1,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",span,Retroactive audits needed,25,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",strong,Real-time,9,,,,,
corporate-booking-tool.html,"article #feature108-panel-policy - Enforce policy before the booking, not after the trip.",span,Enforcement,11,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,div,Admin Dashboard,15,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,h3,One source of truth for travel spend.,37,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,p,"Consolidated reporting across all entities, departments, and cost centers. Track adoption rates, policy compliance, supplier utilization, payment status, negotiated-rate usage, and carbon footprint from a single dashboard. No more reconciling data across three systems.",269,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,a,View reporting features,23,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,div[aria-label],Admin reporting preview,23,,,,,UX/accessibility attribute
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,strong,Travel spend by entity,22,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,small,"APAC HQ, Japan ops, Korea branch",32,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,strong,Negotiated rate utilization,27,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,small,Preferred suppliers vs. open market bookings,44,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,strong,Carbon reporting,16,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,small,"CO₂ per trip, per entity, per quarter",37,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,strong,1,1,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,span,Reporting source,16,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,strong,Real-time,9,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,span,Data refresh,12,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,strong,Multi-entity,12,,,,,
corporate-booking-tool.html,article #feature108-panel-admin - One source of truth for travel spend.,span,Consolidation,13,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,div,Duty of Care,12,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,h3,Know where every traveler is. Right now.,40,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,p,"Real-time traveler tracking from the moment a booking is confirmed. Location data, itinerary status, and emergency contact workflows built into every trip. Duty of care is structural, not an afterthought bolted on post-booking.",227,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,a,See safety features,19,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,div[aria-label],Duty of care preview,20,,,,,UX/accessibility attribute
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,strong,Active travelers,16,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,small,"14 in transit, 23 at destination, 3 flagged",43,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,strong,Risk alert: Tokyo,17,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,small,"Typhoon warning, 3 travelers affected",37,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,strong,Emergency contact,17,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,small,One-click reach to affected travelers,37,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,strong,Real-time,9,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,span,Location tracking,17,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,strong,Instant,7,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,span,Risk notifications,18,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,strong,Every trip,10,,,,,
corporate-booking-tool.html,article #feature108-panel-dutyofcare - Know where every traveler is. Right now.,span,Coverage,8,,,,,
corporate-booking-tool.html,header .fcg-bento-header - Everything a managed travel program needs.,div,Platform Capabilities,21,,,,,
corporate-booking-tool.html,header .fcg-bento-header - Everything a managed travel program needs.,h2,Everything a managed travel program needs.,42,,,,,
corporate-booking-tool.html,header .fcg-bento-header - Everything a managed travel program needs.,p,"Multi-modal booking, policy enforcement, merchandising controls, financial integration, loyalty, duty of care, and sustainability tracking in one platform built for complex corporate structures.",194,,,,,
corporate-booking-tool.html,"header .fcg-bento-card-header - Multi-modal booking across flights, hotels, rail, and car rental",h3,"Multi-modal booking across flights, hotels, rail, and car rental",64,,,,,
corporate-booking-tool.html,"header .fcg-bento-card-header - Multi-modal booking across flights, hotels, rail, and car rental",span,Core,4,,,,,
corporate-booking-tool.html,"article .fcg-bento-card .fcg-bento-card-large - Multi-modal booking across flights, hotels, rail, and car rental",p,"One search interface covers every travel mode. Travelers build complete itineraries without switching tools or calling their agent. NDC content, GDS fares, direct hotel rates, ground transport, add-ons, and preferred supplier offers appear in a single results view with policy compliance indicated on every option.",314,,,,,
corporate-booking-tool.html,header .fcg-bento-card-header - Multi-entity corporate structures,h3,Multi-entity corporate structures,33,,,,,
corporate-booking-tool.html,header .fcg-bento-card-header - Multi-entity corporate structures,span,Config,6,,,,,
corporate-booking-tool.html,article .fcg-bento-card .fcg-bento-card-small - Multi-entity corporate structures,p,"Support regional HQs, subsidiaries, and branch offices with separate policies, approval chains, cost centers, and reporting hierarchies under one deployment.",157,,,,,
corporate-booking-tool.html,header .fcg-bento-card-header - White-label deployment for TMCs,h3,White-label deployment for TMCs,31,,,,,
corporate-booking-tool.html,header .fcg-bento-card-header - White-label deployment for TMCs,span,Partner,7,,,,,
corporate-booking-tool.html,article .fcg-bento-card .fcg-bento-card-small - White-label deployment for TMCs,p,"TMCs deploy the booking tool under their own brand. Their corporate clients see the TMC identity. The TMC keeps the relationship, the data, and the margin.",155,,,,,
corporate-booking-tool.html,header .fcg-bento-card-header - Akrapay financial integration,h3,Akrapay financial integration,29,,,,,
corporate-booking-tool.html,header .fcg-bento-card-header - Akrapay financial integration,span,Finance,7,,,,,
corporate-booking-tool.html,article .fcg-bento-card .fcg-bento-card-wide - Akrapay financial integration,p,"Booking data flows directly into Akrapay for payment status, invoice reconciliation, VAT/GST recovery, refunds, settlement tracking, virtual card controls, and CO₂ reporting. Cost centers and GL codes are assigned at the moment of booking, not after.",250,,,,,
corporate-booking-tool.html,header .fcg-bento-card-header - Sustainability and carbon tracking,h3,Sustainability and carbon tracking,34,,,,,
corporate-booking-tool.html,header .fcg-bento-card-header - Sustainability and carbon tracking,span,ESG,3,,,,,
corporate-booking-tool.html,article .fcg-bento-card .fcg-bento-card-wide - Sustainability and carbon tracking,p,"CO₂ emissions calculated per booking. Eco-certified properties flagged in search results. Carbon reports exportable by entity, department, or period for ESG compliance.",168,,,,,
corporate-booking-tool.html,"header - Go live in weeks, not quarters.",div,Fast Implementation,19,,,,,
corporate-booking-tool.html,"header - Go live in weeks, not quarters.",h2,"Go live in weeks, not quarters.",31,,,,,
corporate-booking-tool.html,"header - Go live in weeks, not quarters.",p,"The Corporate Booking Tool is designed for rapid deployment. Your TMC configures policy rules, entity structures, and branding. Travelers start booking without a six-month migration project.",190,,,,,
corporate-booking-tool.html,"article .fcg-feature-row - Policy configuration, not custom development",h3,"Policy configuration, not custom development",44,,,,,
corporate-booking-tool.html,"article .fcg-feature-row - Policy configuration, not custom development",p,"Rules, approval chains, rate caps, and traveler grades are configured through the admin interface. No code, no vendor dependency for changes.",141,,,,,
corporate-booking-tool.html,article .fcg-feature-row - Traveler profiles with zero re-entry,h3,Traveler profiles with zero re-entry,36,,,,,
corporate-booking-tool.html,article .fcg-feature-row - Traveler profiles with zero re-entry,p,"Import traveler data, loyalty numbers, document details, and preferences. Travelers update their own profiles. No manual data re-keying from the old system.",156,,,,,
corporate-booking-tool.html,article .fcg-feature-row - Connect to existing systems,h3,Connect to existing systems,27,,,,,
corporate-booking-tool.html,article .fcg-feature-row - Connect to existing systems,p,"SSO, HR feeds, expense tools, and ERP integrations. The booking tool fits into your existing corporate technology stack, not the other way around.",146,,,,,
corporate-booking-tool.html,article .fcg-feature-row - APAC-depth supplier coverage,h3,APAC-depth supplier coverage,28,,,,,
corporate-booking-tool.html,article .fcg-feature-row - APAC-depth supplier coverage,p,"Deep hotel inventory across Singapore, Japan, South Korea, Hong Kong, and Southeast Asia. Regional content that global platforms miss, powered by G-Link and F-Link.",164,,,,,
corporate-booking-tool.html,"section #mobile-workflows - Go live in weeks, not quarters.",h3,Your travelers are already frustrated. Give them something better.,66,,,,,
corporate-booking-tool.html,"section #mobile-workflows - Go live in weeks, not quarters.",p,"The Corporate Booking Tool connects travelers to a modern, policy-compliant booking experience. TMCs deploy it under their brand. Corporates see adoption climb. Everyone stops chasing expense reports.",200,,,,,
corporate-booking-tool.html,"section #mobile-workflows - Go live in weeks, not quarters.",a,Request a demo,14,,,,,
corporate-booking-tool.html,"section #mobile-workflows - Go live in weeks, not quarters.",a,Explore features,16,,,,,
ai-mapping.html,Head metadata,title,AI Mapping - FCG Group,22,,,,,
ai-mapping.html,section #capabilities - Resolve hotel data into one clean identity.,span,Data Quality,12,,,,,
ai-mapping.html,section #capabilities - Resolve hotel data into one clean identity.,span,AI Mapping,10,,,,,
ai-mapping.html,section #capabilities - Resolve hotel data into one clean identity.,h1,Resolve hotel data into one clean identity.,43,,,,,
ai-mapping.html,section #capabilities - Resolve hotel data into one clean identity.,p,"AI Mapping standardizes property identity, room types, amenities, descriptions, images, and multilingual fields across providers, languages, and systems. Clean data feeds directly into G-Link.",192,,,,,
ai-mapping.html,section #capabilities - Resolve hotel data into one clean identity.,a,Request a data audit,20,,,,,
ai-mapping.html,section #capabilities - Resolve hotel data into one clean identity.,a,See how it works,16,,,,,
ai-mapping.html,section #decision-paths - Hotel data comes from five sources. None of it matches.,div,The Problem,11,,,,,
ai-mapping.html,section #decision-paths - Hotel data comes from five sources. None of it matches.,h2,Hotel data comes from five sources. None of it matches.,55,,,,,
ai-mapping.html,article .product-card - Duplicate properties across providers,div,Pain 01,7,,,,,
ai-mapping.html,article .product-card - Duplicate properties across providers,h3,Duplicate properties across providers,37,,,,,
ai-mapping.html,article .product-card - Duplicate properties across providers,p,"Same hotel appears under different names from GDS, bedbanks, and direct connections. Reports are wrong. Rate matching breaks. Travelers see the same hotel three times at three different prices.",193,,,,,
ai-mapping.html,article .product-card - Duplicate properties across providers,div,Impact,6,,,,,
ai-mapping.html,article .product-card - Duplicate properties across providers,div,"Broken reporting, inflated inventory, rate leakage",50,,,,,
ai-mapping.html,article .product-card - Duplicate properties across providers,p,"Every duplicate property multiplies downstream errors across booking, invoicing, and compliance workflows.",106,,,,,
ai-mapping.html,article .product-card - Cross-language naming chaos,div,Pain 02,7,,,,,
ai-mapping.html,article .product-card - Cross-language naming chaos,h3,Cross-language naming chaos,27,,,,,
ai-mapping.html,article .product-card - Cross-language naming chaos,p,"APAC properties have names in Japanese, Korean, Chinese, Thai, and English. Different transliterations. Different conventions. No standard identity across any of them.",167,,,,,
ai-mapping.html,article .product-card - Cross-language naming chaos,div,Impact,6,,,,,
ai-mapping.html,article .product-card - Cross-language naming chaos,div,"Unmatchable properties, regional blind spots",44,,,,,
ai-mapping.html,article .product-card - Cross-language naming chaos,p,Manual matching across languages does not scale. Properties fall through the cracks in every APAC market.,105,,,,,
ai-mapping.html,article .product-card - Room-level confusion,div,Pain 03,7,,,,,
ai-mapping.html,article .product-card - Room-level confusion,h3,Room-level confusion,20,,,,,
ai-mapping.html,article .product-card - Room-level confusion,p,"Same room type labeled differently by each provider. ""Superior Double"" vs ""Deluxe King"" vs ""Standard Room - King Bed"" -- all the same room. Rate comparison and booking accuracy collapse.",186,,,,,
ai-mapping.html,article .product-card - Room-level confusion,div,Impact,6,,,,,
ai-mapping.html,article .product-card - Room-level confusion,div,"Rate comparison fails, booking errors increase",46,,,,,
ai-mapping.html,article .product-card - Room-level confusion,p,"Without unified room types, every price comparison is unreliable and every booking carries mismatch risk.",105,,,,,
ai-mapping.html,section #product-map - AI resolves the mess so the program runs on clean data.,div,The Solution,12,,,,,
ai-mapping.html,section #product-map - AI resolves the mess so the program runs on clean data.,h2,AI resolves the mess so the program runs on clean data.,55,,,,,
ai-mapping.html,section #product-map - AI resolves the mess so the program runs on clean data.,p,"More than aggregation. AI Mapping resolves and enriches every property, room, image, description, amenity, and language variant across providers and naming conventions.",168,,,,,
ai-mapping.html,article .product-card - Property-level matching,div,Capability 01,13,,,,,
ai-mapping.html,article .product-card - Property-level matching,h3,Property-level matching,23,,,,,
ai-mapping.html,article .product-card - Property-level matching,p,"AI resolves same-hotel-different-name across providers, languages, addresses, geo-coordinates, star ratings, and naming conventions into a single identity. One property record, regardless of source.",198,,,,,
ai-mapping.html,article .product-card - Property-level matching,li,Cross-provider identity resolution,34,,,,,
ai-mapping.html,article .product-card - Property-level matching,li,"Address, geo, star rating, review, and metadata matching",56,,,,,
ai-mapping.html,article .product-card - Property-level matching,li,Confidence scoring on every match,33,,,,,
ai-mapping.html,article .product-card - Room-level deduplication,div,Capability 02,13,,,,,
ai-mapping.html,article .product-card - Room-level deduplication,h3,Room-level deduplication,24,,,,,
ai-mapping.html,article .product-card - Room-level deduplication,p,"Unify room types across provider-specific labels so rate comparison is accurate. ""Superior Double"" and ""Deluxe King"" resolve to one room when they are one room, while true differences such as bed type, view, inclusion, and cancellation terms stay visible.",255,,,,,
ai-mapping.html,article .product-card - Room-level deduplication,li,Label normalization across suppliers,36,,,,,
ai-mapping.html,article .product-card - Room-level deduplication,li,"Bed type, view, and amenity resolution",38,,,,,
ai-mapping.html,article .product-card - Room-level deduplication,li,"Accurate rate comparison per room class, inclusion, and cancellation policy",75,,,,,
ai-mapping.html,article .product-card - Cross-language resolution,div,Capability 03,13,,,,,
ai-mapping.html,article .product-card - Cross-language resolution,h3,Cross-language resolution,25,,,,,
ai-mapping.html,article .product-card - Cross-language resolution,p,"Handle Japanese, Korean, Chinese, Thai, and English property naming with AI that understands transliteration patterns, character sets, and regional conventions.",160,,,,,
ai-mapping.html,article .product-card - Cross-language resolution,li,Multi-script property name matching,35,,,,,
ai-mapping.html,article .product-card - Cross-language resolution,li,Transliteration-aware resolution,32,,,,,
ai-mapping.html,article .product-card - Cross-language resolution,li,APAC market depth across 5+ languages,37,,,,,
ai-mapping.html,article .product-card - Content optimization & G-Link integration,div,Capability 04,13,,,,,
ai-mapping.html,article .product-card - Content optimization & G-Link integration,h3,Content optimization & G-Link integration,41,,,,,
ai-mapping.html,article .product-card - Content optimization & G-Link integration,p,"Clean, resolved data feeds directly into the supply layer. Every downstream product gets accurate content, standardized images, AI-assisted descriptions, amenities, facilities, and multilingual variants.",203,,,,,
ai-mapping.html,article .product-card - Content optimization & G-Link integration,li,Direct feed into G-Link supply infrastructure,45,,,,,
ai-mapping.html,article .product-card - Content optimization & G-Link integration,li,"Content enrichment, amenity normalization, image quality checks, and gallery ordering",85,,,,,
ai-mapping.html,article .product-card - Content optimization & G-Link integration,li,"Provider-agnostic: GDS, bedbanks, OTAs, direct, and regional supplier feeds",75,,,,,
ai-mapping.html,header .fcg-feature108-header - Clean content. Accurate rates. Bookable inventory.,div,The Result,10,,,,,
ai-mapping.html,header .fcg-feature108-header - Clean content. Accurate rates. Bookable inventory.,h2,Clean content. Accurate rates. Bookable inventory.,50,,,,,
ai-mapping.html,header .fcg-feature108-header - Clean content. Accurate rates. Bookable inventory.,p,"See what happens when fragmented hotel data runs through AI Mapping: messy input becomes resolved, enriched, multilingual, image-ranked supply.",143,,,,,
ai-mapping.html,section #performance-signals - Clean content. Accurate rates. Bookable inventory.,div[aria-label],Data quality transformation,27,,,,,UX/accessibility attribute
ai-mapping.html,section #performance-signals - Clean content. Accurate rates. Bookable inventory.,button,Before,6,,,,,
ai-mapping.html,section #performance-signals - Clean content. Accurate rates. Bookable inventory.,button,Resolution,10,,,,,
ai-mapping.html,section #performance-signals - Clean content. Accurate rates. Bookable inventory.,button,After,5,,,,,
ai-mapping.html,"article #feature108-panel-before - The same hotel, three times, at three different prices.",div,Fragmented Data,15,,,,,
ai-mapping.html,"article #feature108-panel-before - The same hotel, three times, at three different prices.",h3,"The same hotel, three times, at three different prices.",55,,,,,
ai-mapping.html,"article #feature108-panel-before - The same hotel, three times, at three different prices.",p,"Property data arrives from GDS, bedbanks, and direct connections with different names, addresses, and room labels. Reports are unreliable. Rate matching is manual. Travelers see duplicates.",189,,,,,
ai-mapping.html,"article #feature108-panel-before - The same hotel, three times, at three different prices.",a,See the problem,15,,,,,
